Series Name,Series Code,Country Name,Country Code,2015 [YR2015],2019 [YR2019]
Population growth (annual %),SP.POP.GROW,Netherlands,NLD,0.443220089035769,0.65507157480522
Population growth (annual %),SP.POP.GROW,New Caledonia,NCL,0.688885628400534,0.0229217470195887
Population growth (annual %),SP.POP.GROW,New Zealand,NZL,2.0360339086492,1.59115889619722
Population growth (annual %),SP.POP.GROW,Nicaragua,NIC,1.35767667855894,1.29742127419157
Population growth (annual %),SP.POP.GROW,Niger,NER,3.69640590007582,3.36654855482346
Population growth (annual %),SP.POP.GROW,Nigeria,NGA,2.53617348598208,2.1944019229433
Population growth (annual %),SP.POP.GROW,Northern Mariana Islands,MNP,-1.28073347255599,-1.95055872430955
Population growth (annual %),SP.POP.GROW,Norway,NOR,0.995084736958414,0.675061373245644
Population growth (annual %),SP.POP.GROW,Oman,OMN,4.45776887230624,-0.144431732263903
Population growth (annual %),SP.POP.GROW,Pakistan,PAK,1.40250113589189,1.69187124669657
Population growth (annual %),SP.POP.GROW,Palau,PLW,0.309990384912456,-0.0898573575007226
Population growth (annual %),SP.POP.GROW,Panama,PAN,1.73037489560864,1.59097727067192
Population growth (annual %),SP.POP.GROW,Papua New Guinea,PNG,2.54613840522555,2.25754045467385
Population growth (annual %),SP.POP.GROW,Paraguay,PRY,1.46036822105512,1.35488116957369
Population growth (annual %),SP.POP.GROW,Peru,PER,1.12847381931302,1.71486934751345
Population growth (annual %),SP.POP.GROW,Philippines,PHL,1.47875384302116,1.21615534645287
Population growth (annual %),SP.POP.GROW,Poland,POL,-0.0666411009657168,-0.0244271070993493
Population growth (annual %),SP.POP.GROW,Portugal,PRT,-0.414141101993213,0.0237334946497115
Population growth (annual %),SP.POP.GROW,Puerto Rico (US),PRI,-1.40026759210966,0.364032148393714
Population growth (annual %),SP.POP.GROW,Qatar,QAT,8.58173306173289,2.21962210028933
Population growth (annual %),SP.POP.GROW,Romania,ROU,-0.470052227864654,-0.526814821936341
Population growth (annual %),SP.POP.GROW,Russian Federation,RUS,0.279352077762368,0.037947213753429
Population growth (annual %),SP.POP.GROW,Rwanda,RWA,2.39322566941773,2.28086099658628
Population growth (annual %),SP.POP.GROW,Samoa,WSM,0.868555727857733,1.05329202031498
Population growth (annual %),SP.POP.GROW,San Marino,SMR,0.738348484872901,0.407603368403658
Population growth (annual %),SP.POP.GROW,Sao Tome and Principe,STP,1.77510214302047,1.51332392108067
Population growth (annual %),SP.POP.GROW,Saudi Arabia,SAU,5.18685551856216,-0.439701419074031
Population growth (annual %),SP.POP.GROW,Senegal,SEN,3.07014792428801,2.71760793051867
Population growth (annual %),SP.POP.GROW,Serbia,SRB,-0.511754332722809,-0.536610017822353
Population growth (annual %),SP.POP.GROW,Seychelles,SYC,2.22979505321923,0.887925293341637
Population growth (annual %),SP.POP.GROW,Sierra Leone,SLE,2.31819402812025,2.32146457882717
Population growth (annual %),SP.POP.GROW,Singapore,SGP,1.18637693749822,1.14428330688929
Population growth (annual %),SP.POP.GROW,Sint Maarten (Dutch part),SXM,2.15537793742833,1.6805019872063
Population growth (annual %),SP.POP.GROW,Slovak Republic,SVK,0.0950338786482762,0.135328072840865
Population growth (annual %),SP.POP.GROW,Slovenia,SVN,0.075190689011533,0.696304046333357
Population growth (annual %),SP.POP.GROW,Solomon Islands,SLB,3.58337916462009,2.65049803426017
Population growth (annual %),SP.POP.GROW,"Somalia, Fed. Rep.",SOM,3.44441462928404,3.67525774477084
Population growth (annual %),SP.POP.GROW,South Africa,ZAF,2.00988840160514,1.64957495527878
Population growth (annual %),SP.POP.GROW,South Sudan,SSD,-1.14143555707987,2.92439531185626
Population growth (annual %),SP.POP.GROW,Spain,ESP,-0.0827492378541321,0.716697775475724
Population growth (annual %),SP.POP.GROW,Sri Lanka,LKA,0.91981102654886,0.611875945764341
Population growth (annual %),SP.POP.GROW,St. Kitts and Nevis,KNA,-0.00424736663332803,-0.119199673543347
Population growth (annual %),SP.POP.GROW,St. Lucia,LCA,0.439488105791393,0.3631466895222
Population growth (annual %),SP.POP.GROW,St. Martin (French part),MAF,-0.216522625657602,-4.96694243141292
Population growth (annual %),SP.POP.GROW,St. Vincent and the Grenadines,VCT,-0.536144317925753,-0.725995928811949
Population growth (annual %),SP.POP.GROW,Sudan,SDN,3.04689971719172,2.93537902352139
Population growth (annual %),SP.POP.GROW,Suriname,SUR,1.08108226631897,1.03794155144619
Population growth (annual %),SP.POP.GROW,Eswatini,SWZ,0.57162769864017,0.931970814127083
Population growth (annual %),SP.POP.GROW,Sweden,SWE,1.05745468551674,1.01372226345511
Population growth (annual %),SP.POP.GROW,Switzerland,CHE,1.13833715247736,0.713313668444329
Population growth (annual %),SP.POP.GROW,Syrian Arab Republic,SYR,-4.27812265662123,3.88559879868016
Population growth (annual %),SP.POP.GROW,Tajikistan,TJK,2.55779351442662,2.36385658944468
Population growth (annual %),SP.POP.GROW,Tanzania,TZA,3.26181042317192,2.98060939385811
Population growth (annual %),SP.POP.GROW,Thailand,THA,0.460976294059414,0.204609851692418
Population growth (annual %),SP.POP.GROW,Timor-Leste,TLS,1.94624234080117,1.93928707188808
Population growth (annual %),SP.POP.GROW,Togo,TGO,2.52060746648904,2.44351209316794
Population growth (annual %),SP.POP.GROW,Tonga,TON,-0.483301677921251,0.09657445504329
Population growth (annual %),SP.POP.GROW,Trinidad and Tobago,TTO,0.32088962269951,0.351942101931713
Population growth (annual %),SP.POP.GROW,Tunisia,TUN,1.12871973379756,0.926946081730267
Population growth (annual %),SP.POP.GROW,Turkiye,TUR,1.33411577030414,1.42969688109789
Population growth (annual %),SP.POP.GROW,Turkmenistan,TKM,2.28610385900461,2.20552575085177
Population growth (annual %),SP.POP.GROW,Turks and Caicos Islands,TCA,4.34092296180069,3.79390439929271
Population growth (annual %),SP.POP.GROW,Tuvalu,TUV,-0.1913701773267,-1.59388335810663
Population growth (annual %),SP.POP.GROW,Uganda,UGA,3.07329293941893,3.39132142318772
Population growth (annual %),SP.POP.GROW,Ukraine,UKR,-0.40865263025121,-0.557746010589576
Population growth (annual %),SP.POP.GROW,United Arab Emirates,ARE,5.38380162241984,1.0545163442516
Population growth (annual %),SP.POP.GROW,United Kingdom,GBR,0.721624002974263,0.514596380840432
Population growth (annual %),SP.POP.GROW,United States,USA,0.797904713382564,0.515108555014533
Population growth (annual %),SP.POP.GROW,Uruguay,URY,0.347483697847475,0.0786838170441181
Population growth (annual %),SP.POP.GROW,Uzbekistan,UZB,1.72657003352444,1.80974442927918
Population growth (annual %),SP.POP.GROW,Vanuatu,VUT,2.22716537972059,2.33048915705222
Population growth (annual %),SP.POP.GROW,"Venezuela, RB",VEN,1.0518040406043,-2.96041293052007
Population growth (annual %),SP.POP.GROW,Viet Nam,VNM,1.23975403093124,0.968366698803348
Population growth (annual %),SP.POP.GROW,Virgin Islands (U.S.),VIR,-0.157703864887906,-0.310759832621892
Population growth (annual %),SP.POP.GROW,West Bank and Gaza,PSE,2.29048005844149,2.51178246264674
Population growth (annual %),SP.POP.GROW,"Yemen, Rep.",YEM,3.04025873247851,2.96633475184571
Population growth (annual %),SP.POP.GROW,Zambia,ZMB,3.12013727876838,2.96162166175699
Population growth (annual %),SP.POP.GROW,Zimbabwe,ZWE,1.3399592762046,1.56353351552455
Surface area (sq. km),AG.SRF.TOTL.K2,Afghanistan,AFG,652860,652860
Surface area (sq. km),AG.SRF.TOTL.K2,Albania,ALB,28750,28750
Surface area (sq. km),AG.SRF.TOTL.K2,Algeria,DZA,2381741,2381740
Surface area (sq. km),AG.SRF.TOTL.K2,American Samoa,ASM,200,200
Surface area (sq. km),AG.SRF.TOTL.K2,Andorra,AND,470,470
Surface area (sq. km),AG.SRF.TOTL.K2,Angola,AGO,1246700,1246700
Surface area (sq. km),AG.SRF.TOTL.K2,Antigua and Barbuda,ATG,440,440
Surface area (sq. km),AG.SRF.TOTL.K2,Argentina,ARG,2780400,2780400
Surface area (sq. km),AG.SRF.TOTL.K2,Armenia,ARM,29740,29740
Surface area (sq. km),AG.SRF.TOTL.K2,Aruba,ABW,180,180
Surface area (sq. km),AG.SRF.TOTL.K2,Australia,AUS,7741220,7741220
Surface area (sq. km),AG.SRF.TOTL.K2,Austria,AUT,83879,83879
Surface area (sq. km),AG.SRF.TOTL.K2,Azerbaijan,AZE,86600,86600
Surface area (sq. km),AG.SRF.TOTL.K2,"Bahamas, The",BHS,13880,13880
Surface area (sq. km),AG.SRF.TOTL.K2,Bahrain,BHR,778,783
Surface area (sq. km),AG.SRF.TOTL.K2,Bangladesh,BGD,147630,147570
Surface area (sq. km),AG.SRF.TOTL.K2,Barbados,BRB,430,430
Surface area (sq. km),AG.SRF.TOTL.K2,Belarus,BLR,207600,207600
Surface area (sq. km),AG.SRF.TOTL.K2,Belgium,BEL,30528,30689
Surface area (sq. km),AG.SRF.TOTL.K2,Belize,BLZ,22970,22970
Surface area (sq. km),AG.SRF.TOTL.K2,Benin,BEN,114760,114760
Surface area (sq. km),AG.SRF.TOTL.K2,Bermuda,BMU,4290,4290
Surface area (sq. km),AG.SRF.TOTL.K2,Bhutan,BTN,38394,38390
Surface area (sq. km),AG.SRF.TOTL.K2,Bolivia,BOL,1098580,1098580
Surface area (sq. km),AG.SRF.TOTL.K2,Bosnia and Herzegovina,BIH,51210,51210
Surface area (sq. km),AG.SRF.TOTL.K2,Botswana,BWA,581730,581730
Surface area (sq. km),AG.SRF.TOTL.K2,Brazil,BRA,8515770,8515770
Surface area (sq. km),AG.SRF.TOTL.K2,British Virgin Islands,VGB,150,150
Surface area (sq. km),AG.SRF.TOTL.K2,Brunei Darussalam,BRN,5770,5770
Surface area (sq. km),AG.SRF.TOTL.K2,Bulgaria,BGR,111000,111000
Surface area (sq. km),AG.SRF.TOTL.K2,Burkina Faso,BFA,274220,274200
Surface area (sq. km),AG.SRF.TOTL.K2,Burundi,BDI,27830,27830
Surface area (sq. km),AG.SRF.TOTL.K2,Cabo Verde,CPV,4030,4030
Surface area (sq. km),AG.SRF.TOTL.K2,Cambodia,KHM,181040,181040
Surface area (sq. km),AG.SRF.TOTL.K2,Cameroon,CMR,475440,475440
Surface area (sq. km),AG.SRF.TOTL.K2,Canada,CAN,15640500,15640500
Surface area (sq. km),AG.SRF.TOTL.K2,Cayman Islands,CYM,264,264
Surface area (sq. km),AG.SRF.TOTL.K2,Central African Republic,CAF,622980,622980
Surface area (sq. km),AG.SRF.TOTL.K2,Chad,TCD,1284000,1284000
Surface area (sq. km),AG.SRF.TOTL.K2,Channel Islands,CHI,198,198
Surface area (sq. km),AG.SRF.TOTL.K2,Chile,CHL,756096,757244.88
Surface area (sq. km),AG.SRF.TOTL.K2,China,CHN,9562911,9562910
Surface area (sq. km),AG.SRF.TOTL.K2,Colombia,COL,1141749,1141750
Surface area (sq. km),AG.SRF.TOTL.K2,Comoros,COM,1861,1861
Surface area (sq. km),AG.SRF.TOTL.K2,"Congo, Dem. Rep.",COD,2344860,2344860
Surface area (sq. km),AG.SRF.TOTL.K2,"Congo, Rep.",COG,342000,342000
Surface area (sq. km),AG.SRF.TOTL.K2,Costa Rica,CRI,51100,51100
Surface area (sq. km),AG.SRF.TOTL.K2,Cote d'Ivoire,CIV,322460,322460
Surface area (sq. km),AG.SRF.TOTL.K2,Croatia,HRV,88073,88073
Surface area (sq. km),AG.SRF.TOTL.K2,Cuba,CUB,109880,109880
Surface area (sq. km),AG.SRF.TOTL.K2,Curacao,CUW,444,444
Surface area (sq. km),AG.SRF.TOTL.K2,Cyprus,CYP,9251,9250
Surface area (sq. km),AG.SRF.TOTL.K2,Czechia,CZE,78870,78870.04
Surface area (sq. km),AG.SRF.TOTL.K2,Denmark,DNK,42920,42920
Surface area (sq. km),AG.SRF.TOTL.K2,Djibouti,DJI,23200,23200
Surface area (sq. km),AG.SRF.TOTL.K2,Dominica,DMA,750,750
Surface area (sq. km),AG.SRF.TOTL.K2,Dominican Republic,DOM,48670,146839.463
Surface area (sq. km),AG.SRF.TOTL.K2,Ecuador,ECU,256370,256370
Surface area (sq. km),AG.SRF.TOTL.K2,"Egypt, Arab Rep.",EGY,1001450,1001450
Surface area (sq. km),AG.SRF.TOTL.K2,El Salvador,SLV,21040,21040
Surface area (sq. km),AG.SRF.TOTL.K2,Equatorial Guinea,GNQ,28050,28050
Surface area (sq. km),AG.SRF.TOTL.K2,Eritrea,ERI,121675.405,121668.106
Surface area (sq. km),AG.SRF.TOTL.K2,Estonia,EST,45340,45340
Surface area (sq. km),AG.SRF.TOTL.K2,Ethiopia,ETH,1136244.2,1136243.1
Surface area (sq. km),AG.SRF.TOTL.K2,Faroe Islands,FRO,1396,1396
Surface area (sq. km),AG.SRF.TOTL.K2,Fiji,FJI,18270,18270
Surface area (sq. km),AG.SRF.TOTL.K2,Finland,FIN,338446,338460
Surface area (sq. km),AG.SRF.TOTL.K2,France,FRA,549087,549087
Surface area (sq. km),AG.SRF.TOTL.K2,French Polynesia,PYF,3471,3471
Surface area (sq. km),AG.SRF.TOTL.K2,Gabon,GAB,267670,267670
Surface area (sq. km),AG.SRF.TOTL.K2,"Gambia, The",GMB,11300,11300
Surface area (sq. km),AG.SRF.TOTL.K2,Georgia,GEO,69700,69700
Surface area (sq. km),AG.SRF.TOTL.K2,Germany,DEU,357410,357580
Surface area (sq. km),AG.SRF.TOTL.K2,Ghana,GHA,238540,238533
Surface area (sq. km),AG.SRF.TOTL.K2,Gibraltar,GIB,10,10
Surface area (sq. km),AG.SRF.TOTL.K2,Greece,GRC,131960,131960
Surface area (sq. km),AG.SRF.TOTL.K2,Greenland,GRL,410450,410450
Surface area (sq. km),AG.SRF.TOTL.K2,Grenada,GRD,340,340
Surface area (sq. km),AG.SRF.TOTL.K2,Guam,GUM,540,540
Surface area (sq. km),AG.SRF.TOTL.K2,Guatemala,GTM,108890,108890
Surface area (sq. km),AG.SRF.TOTL.K2,Guinea,GIN,245860,245860
Surface area (sq. km),AG.SRF.TOTL.K2,Guinea-Bissau,GNB,36130,36130
Surface area (sq. km),AG.SRF.TOTL.K2,Guyana,GUY,214970,214970
Surface area (sq. km),AG.SRF.TOTL.K2,Haiti,HTI,27750,27750
Surface area (sq. km),AG.SRF.TOTL.K2,Honduras,HND,112490,112490
Surface area (sq. km),AG.SRF.TOTL.K2,"Hong Kong SAR, China",HKG,1106,1110
Surface area (sq. km),AG.SRF.TOTL.K2,Hungary,HUN,93030,93030
Surface area (sq. km),AG.SRF.TOTL.K2,Iceland,ISL,103000,103000
Surface area (sq. km),AG.SRF.TOTL.K2,India,IND,3287260,3287260
Surface area (sq. km),AG.SRF.TOTL.K2,Indonesia,IDN,1913580,1916906.77
Surface area (sq. km),AG.SRF.TOTL.K2,"Iran, Islamic Rep.",IRN,1745150,1745150
Surface area (sq. km),AG.SRF.TOTL.K2,Iraq,IRQ,435052,435050
Surface area (sq. km),AG.SRF.TOTL.K2,Ireland,IRL,70280,70280
Surface area (sq. km),AG.SRF.TOTL.K2,Isle of Man,IMN,570,570
Surface area (sq. km),AG.SRF.TOTL.K2,Israel,ISR,22070,22070
Surface area (sq. km),AG.SRF.TOTL.K2,Italy,ITA,302069,302068
Surface area (sq. km),AG.SRF.TOTL.K2,Jamaica,JAM,10990,10990
Surface area (sq. km),AG.SRF.TOTL.K2,Japan,JPN,377971,377974
Surface area (sq. km),AG.SRF.TOTL.K2,Jordan,JOR,89320,89318
Surface area (sq. km),AG.SRF.TOTL.K2,Kazakhstan,KAZ,2724902,2724902
Surface area (sq. km),AG.SRF.TOTL.K2,Kenya,KEN,580370,580370
Surface area (sq. km),AG.SRF.TOTL.K2,Kiribati,KIR,810,810
Surface area (sq. km),AG.SRF.TOTL.K2,"Korea, Dem. People's Rep.",PRK,120540,120540
Surface area (sq. km),AG.SRF.TOTL.K2,"Korea, Rep.",KOR,100295,100400
Surface area (sq. km),AG.SRF.TOTL.K2,Kosovo,XKX,..,..
Surface area (sq. km),AG.SRF.TOTL.K2,Kuwait,KWT,17820,17820
Surface area (sq. km),AG.SRF.TOTL.K2,Kyrgyz Republic,KGZ,199949,199949
Surface area (sq. km),AG.SRF.TOTL.K2,Lao PDR,LAO,236800,236800
Surface area (sq. km),AG.SRF.TOTL.K2,Latvia,LVA,64594,64594
Surface area (sq. km),AG.SRF.TOTL.K2,Lebanon,LBN,10450,10450
Surface area (sq. km),AG.SRF.TOTL.K2,Lesotho,LSO,30360,30360
Surface area (sq. km),AG.SRF.TOTL.K2,Liberia,LBR,111370,111370
Surface area (sq. km),AG.SRF.TOTL.K2,Libya,LBY,1759540,1759540
Surface area (sq. km),AG.SRF.TOTL.K2,Liechtenstein,LIE,160,160
Surface area (sq. km),AG.SRF.TOTL.K2,Lithuania,LTU,65286,65290
Surface area (sq. km),AG.SRF.TOTL.K2,Luxembourg,LUX,2590,2590
Surface area (sq. km),AG.SRF.TOTL.K2,"Macao SAR, China",MAC,30.4,32.9
Surface area (sq. km),AG.SRF.TOTL.K2,North Macedonia,MKD,25710,25710
Surface area (sq. km),AG.SRF.TOTL.K2,Madagascar,MDG,587295,587295
Surface area (sq. km),AG.SRF.TOTL.K2,Malawi,MWI,118480,118480
Surface area (sq. km),AG.SRF.TOTL.K2,Malaysia,MYS,330345,330241
Surface area (sq. km),AG.SRF.TOTL.K2,Maldives,MDV,300,300
Surface area (sq. km),AG.SRF.TOTL.K2,Mali,MLI,1240190,1240190
Surface area (sq. km),AG.SRF.TOTL.K2,Malta,MLT,320,320
Surface area (sq. km),AG.SRF.TOTL.K2,Marshall Islands,MHL,180,180
Surface area (sq. km),AG.SRF.TOTL.K2,Mauritania,MRT,1030700,1030700
Surface area (sq. km),AG.SRF.TOTL.K2,Mauritius,MUS,2007,2007
Surface area (sq. km),AG.SRF.TOTL.K2,Mexico,MEX,1964375,1964380
Surface area (sq. km),AG.SRF.TOTL.K2,"Micronesia, Fed. Sts.",FSM,700,700
Surface area (sq. km),AG.SRF.TOTL.K2,Moldova,MDA,33850,33850
Surface area (sq. km),AG.SRF.TOTL.K2,Monaco,MCO,74.92,74.92
Surface area (sq. km),AG.SRF.TOTL.K2,Mongolia,MNG,1564120,1564116
Surface area (sq. km),AG.SRF.TOTL.K2,Montenegro,MNE,13810,13810
Surface area (sq. km),AG.SRF.TOTL.K2,Morocco,MAR,446550,446550
Surface area (sq. km),AG.SRF.TOTL.K2,Mozambique,MOZ,799380,799380
Surface area (sq. km),AG.SRF.TOTL.K2,Myanmar,MMR,676590,676590
Surface area (sq. km),AG.SRF.TOTL.K2,Namibia,NAM,824290,824290
Surface area (sq. km),AG.SRF.TOTL.K2,Nauru,NRU,20,20
Surface area (sq. km),AG.SRF.TOTL.K2,Nepal,NPL,147180,147180
Surface area (sq. km),AG.SRF.TOTL.K2,Netherlands,NLD,41540,41540
Surface area (sq. km),AG.SRF.TOTL.K2,New Caledonia,NCL,18580,18580
Surface area (sq. km),AG.SRF.TOTL.K2,New Zealand,NZL,267710,267710
Surface area (sq. km),AG.SRF.TOTL.K2,Nicaragua,NIC,130370,130370
Surface area (sq. km),AG.SRF.TOTL.K2,Niger,NER,1267000,1267000
Surface area (sq. km),AG.SRF.TOTL.K2,Nigeria,NGA,923770,923770
Surface area (sq. km),AG.SRF.TOTL.K2,Northern Mariana Islands,MNP,460,460
Surface area (sq. km),AG.SRF.TOTL.K2,Norway,NOR,625184.78,625218
Surface area (sq. km),AG.SRF.TOTL.K2,Oman,OMN,309500,309500
Surface area (sq. km),AG.SRF.TOTL.K2,Pakistan,PAK,796100,796100
Surface area (sq. km),AG.SRF.TOTL.K2,Palau,PLW,460,460
Surface area (sq. km),AG.SRF.TOTL.K2,Panama,PAN,75320,75320
Surface area (sq. km),AG.SRF.TOTL.K2,Papua New Guinea,PNG,462840,462840
Surface area (sq. km),AG.SRF.TOTL.K2,Paraguay,PRY,406752,406752
Surface area (sq. km),AG.SRF.TOTL.K2,Peru,PER,1285220,1285220
Surface area (sq. km),AG.SRF.TOTL.K2,Philippines,PHL,300000,300000
Surface area (sq. km),AG.SRF.TOTL.K2,Poland,POL,312680,312690
Surface area (sq. km),AG.SRF.TOTL.K2,Portugal,PRT,92225.6,92230
Surface area (sq. km),AG.SRF.TOTL.K2,Puerto Rico (US),PRI,8870,8870
Surface area (sq. km),AG.SRF.TOTL.K2,Qatar,QAT,11490,11490
Surface area (sq. km),AG.SRF.TOTL.K2,Romania,ROU,238400,238400
Surface area (sq. km),AG.SRF.TOTL.K2,Russian Federation,RUS,17098250,17098250
Surface area (sq. km),AG.SRF.TOTL.K2,Rwanda,RWA,26340,26340
Surface area (sq. km),AG.SRF.TOTL.K2,Samoa,WSM,2840,2840
Surface area (sq. km),AG.SRF.TOTL.K2,San Marino,SMR,60,60
Surface area (sq. km),AG.SRF.TOTL.K2,Sao Tome and Principe,STP,960,960
Surface area (sq. km),AG.SRF.TOTL.K2,Saudi Arabia,SAU,2149690,2149690
Surface area (sq. km),AG.SRF.TOTL.K2,Senegal,SEN,196710,196710
Surface area (sq. km),AG.SRF.TOTL.K2,Serbia,SRB,88360,88360
Surface area (sq. km),AG.SRF.TOTL.K2,Seychelles,SYC,460,460
Surface area (sq. km),AG.SRF.TOTL.K2,Sierra Leone,SLE,72300,72300
Surface area (sq. km),AG.SRF.TOTL.K2,Singapore,SGP,719,726
Surface area (sq. km),AG.SRF.TOTL.K2,Sint Maarten (Dutch part),SXM,34,34
Surface area (sq. km),AG.SRF.TOTL.K2,Slovak Republic,SVK,49030,49030
Surface area (sq. km),AG.SRF.TOTL.K2,Slovenia,SVN,20675,20480
Surface area (sq. km),AG.SRF.TOTL.K2,Solomon Islands,SLB,28900,28900
Surface area (sq. km),AG.SRF.TOTL.K2,"Somalia, Fed. Rep.",SOM,637660,637660
Surface area (sq. km),AG.SRF.TOTL.K2,South Africa,ZAF,1219090,1219090
Surface area (sq. km),AG.SRF.TOTL.K2,South Sudan,SSD,646883,646883
Surface area (sq. km),AG.SRF.TOTL.K2,Spain,ESP,505924,505952.796
Surface area (sq. km),AG.SRF.TOTL.K2,Sri Lanka,LKA,65610,65610
